item,pdf_page,printed_page,form,morphology,gloss,etymology,raw_entry
707,214,200,tera:s#,"n., neut",balance,,"tera:s#, n., neut. — balance"
708,214,200,te:/,"n., neut",oil,(H. G. M. te: »5958),"te:/, n., neut.- oil (H. G. M. te: »5958)"
709,214,200,te:li,"n., mas",o1l monger,,"te:li, n., mas. — o1l monger"
710,214,200,te:lan,"n., neut",millipede,,"te:lan, n., neut. — millipede"
711,214,200,te:ra,"D., neut",thirteen,(G. te:r),"te:ra:, D., neut. - thirteen (G. te:r)"
712,214,200,te:re,"n., neut",festival car,(Ta. te:r DED 2847),"te:re, n., neut. — festival car (Ta. te:r DED 2847)"
713,214,200,tatya:n,"n., neut",goldsmith,(Ta. tatta:in DED 2466),"tatya:n, n., neut. ~ goldsmith (Ta. tatta:in DED 2466)"
714,214,200,tadsko,"n., neut. (tadrka:)",sun shine,(G. tagko),"tadsko:, n., neut. (tadrka:) - sun shine (G. tagko)"
715,214,200,taki,"v., ne., intr",become tired,,"taki, v., ne., intr. — become tired"
716,214,200,tavko,"n., neut",news,,"tavko:, n., neut. — news"
717,214,200,tavlo: ja:p#,v. nc,touch the cake,(M. tavali »5670),"tavlo: ja:p#, v. nc. - touch the cake (M. tavali »5670)"
718,214,200,tas,"v., nce",become fade,,"tas, v., nce. — become fade"
719,214,200,tahairi/tahatro,"n., neut",plate,,"tahairi/tahatro:, n., neut. — plate"
720,214,200,tama:kku,"n., neut",tobacco,(G. tama:ku),"tama:kku, n., neut. - tobacco (G. tama:ku)"
721,214,200,tama:Ro,"n., neut",entertainment,(H. tama:¥a:),"tama:Ro:, n., neut. - entertainment (H. tama:¥a:)"
722,214,200,tambe:lijtambe:lo,"n., neut",vessa),,"tambe:lijtambe:lo:, n., neut. - vessa)"
723,214,200,tangu:s. n,peut,fishing rope,,"tangu:s. n., peut. - fishing rope"
724,214,200,tala:v,"n., neut",water tank,(S. talla »5742),"tala:v, n., neut. - water tank (S. talla »5742)"
725,214,200,talevat,"n., neut",money,,"talevat, n., neut. - money"
726,214,200,tara:ndu,"n., neut",tara: ida:) - the box or bundle in which idols are kept,,"tara:ndu, n., neut. = tara: ida:) - the box or bundle in which idols are kept"
727,215,201,tarvadt,"n., neut",tanner’s senna,(S. taravata »5705),"tarvadt, n., neut. ~ tanner’s senna (S. taravata »5705)"
728,215,201,tarah,"n., neut",thirst,(S. tarsa 5729),"tarah,n., neut. — thirst (S. tarsa 5729)"
729,215,201,tarhu:l,"n., neut",three headed spear,(S. trisutla),"tarhu:l, n., neut. - three headed spear (S. trisutla)"
730,215,201,tarne,"0., neut",three,,"tarne:, 0., neut. - three"
731,215,201,ta:dam,"n., neut",conch,,"ta:dam, n., neut. - conch"
732,215,201,ta:tiyainemha:!,"n., neut",wild bee,,"ta:tiyainemha:!, n., neut. - wild bee"
733,215,201,ta:dé,"n., neut",palm,(G. ta:re 5750),"ta:dé,n., neut. — palm (G. ta:re 5750)"
734,215,201,ta:demundulu,"n., neut",palamyra fruit,,"ta:demundulu, n., neut. - palamyra fruit"
735,215,201,ta:m,"n., neut",young plant of any tree,,"ta:m,n., neut - young plant of any tree"
736,215,201,ta:mba:lam,"n., neut",metal plate,,"ta:mba:lam, n., neut. - metal plate"
737,215,201,ta:li,"n., neut",marriage.badge,(Ta. ta:/i DED 2594),"ta:li, n., neut. ~ marriage.badge (Ta. ta:/i DED 2594)"
738,215,201,ta:luvu,"n., neut",fore-head,,"ta:luvu, n., neut. — fore-head"
739,215,201,ta:ri,"n., B., neut",number of times,,"ta:ri, n., B., neut. number of times"
740,215,201,ta:ro,"n., neut",lightning,,"ta:ro:, n., neut. - lightning"
741,215,201,ta:ye,,term of address by mother-in-law to her son-in-law,,"ta:ye:,- term of address by mother-in-law to her son-in-law"
742,215,201,totliyu,"n , neut",stammerer,,"totliyu,n , neut. — stammerer"
743,215,201,tozi,"n., neut",tub,(Ta. tofti),"tozi, n., neut. - tub (Ta. tofti)"
744,215,201,toda:v,"v., Gc",cause to pluck or break,(G. todvit),"toda:v, v., Gc. - cause to pluck or break (G. todvit)"
745,215,201,tombsaru,"n., neut",over-head water tank,,"tombsaru,n., neut. - over-head water tank"
746,215,201,to:dt,"v., nc",pluck or break,,"to:dt, v., nc. - pluck or break"
747,215,201,totto,"0., neut. (to:ta?)",parrot,(H. to:ta: > Ta tattai DED 2491),"totto:, 0., neut. (to:ta?) - parrot (H. to:ta: > Ta tattai DED 2491)"
748,215,201,to:ta:/fo:ta,"n, neut, pl",grams,,"to:ta:/fo:ta:, n, neut, pl. - grams"
749,215,201,to:tt,"n., neut",famine,,"to:tt, n., neut. - famine"
750,215,201,to:da:/to:du,adj,little,(H. tho:da:),"to:da:/to:du, adj. ~ little (H. tho:da:)"
751,215,201,to:dt,"v., tr",break,(H. to:dna:),"to:dt, v., tr. - break (H. to:dna:)"
752,216,202,to:sukongulu,"n., neut",white crane,,"to:sukongulu, n., neut. - white crane"
753,216,202,to:ham,"n., neut",defect,(S. do:sa:),"to:ham, n., neut. - defect (S. do:sa:)"
754,216,202,to:l,"v., ne",aim,,"to:l, v., ne. - aim"
755,216,202,tut,"V., intr",break,(G. tudvi),"tut, V., intr. - break (G. tudvi)"
756,216,202,tufému,"n., neut",remains of a burned stick or wood,,"tufému, n., neut. - remains of a burned stick or wood"
757,216,202,tukda,"n., neut",piece,,"tukda:, n., neut. - piece"
758,216,202,tume,"pro., pl",you,,"tume:, pro., pl. - you"
759,216,202,tumbu,"n., neut",salt container,,"tumbu, n., neut. - salt container"
760,216,202,tunda,"n, neut",left,,"tunda:,n, neut. - left"
761,216,202,tunda:ha:t,"n., neut",left hand,,"tunda:ha:t, n., neut. — left hand"
762,216,202,turekdi,"n., fem",- woman of the muslim community,,"turekdi, n., fem. —- woman of the muslim community"
763,216,202,turtkdo,"n., mas. (turikda:)",man of the muslim community,(H. turkada:),"turtkdo:, n., mas. (turikda:) - man of the muslim community (H. turkada:)"
764,216,202,turnu:i#,"n., neut",holy ash (tiruni:r DED),,"turnu:i#, n., neut. — holy ash (tiruni:r DED)"
765,216,202,tut,"pro, sg",you(G fi),,"tut, pro, sg.- you(G fi)"
766,216,202,fu:tru,"n., neut",trunk of an elephat,,"fu:tru, n., neut. — trunk of an elephat"
767,216,202,tu:ks no,neut,a weight of about two kilograms,,"tu:ks no, neut. - a weight of about two kilograms"
768,216,202,tu:ndimull,neut,hook,(Ta. tu:ntil DED 2781),"tu:ndimull:., neut. - hook (Ta. tu:ntil DED 2781)"
769,216,202,tu:liyo,"n., neut",chisel,,"tu:liyo:, n., neut — chisel"
770,216,202,tu:t#,"n., neut","powder, dust",,"tu:t#, n., neut. - powder, dust"
771,216,202,tutri,"o., neut",teordha),,"tutri, o., neut. - teordha)"
772,216,202,tu:rifigi,"n , neut",motor car,,"tu:rifigi, n , neut. - motor car"
773,216,202,tha:li,"n., neut",plate,(H. tha:li:),"tha:li, n., neut. - plate (H. tha:li:)"
774,216,202,tha:ibhari,"n., neut",a ceremoney,,"tha:ibhari, n., neut. - a ceremoney"
775,216,202,tho:zri,"n., neut",hedge,,"tho:zri,n., neut - hedge"
776,216,202,thuka:do,,scolding,,thuka:do: - scolding
777,216,202,thuikazy,"v., c",cause to spit,,"thuikazy, v., c. - cause to spit"
778,217,203,thu:ke,"v., nc",spit,(H. thuka:na: 6097),"thu:ke, v., nc. - spit (H. thuka:na: 6097)"
779,217,203,thu:ke,"o., neut",saliva,(G. thunk),"thu:ke, o., neut. - saliva (G. thunk)"
780,217,203,diva:ni,"n., fem. (diva:niye:)",mad woman,,"diva:ni, n., fem. (diva:niye:) - mad woman"
781,217,203,diva:nu/diva:no,"b., mas. (diva:na:)",mad man,(H. di:va:na:),"diva:nu/diva:no:, b., mas. (diva:na:) - mad man (H. di:va:na:)"
782,217,203,divo,"n., neut",light lamp,(G. divo »6348),"divo:, n., neut. - light lamp (G. divo »6348)"
783,217,203,dil,"n., neut",heart,"(G, dil)","dil, n., neut. - heart (G, dil)"
784,217,203,dilli,"n , neut",truth,,"dilli, n , neut. — truth"
785,217,203,di:va:linemhayno,"n., neut",month of Deepavali,,"di:va:linemhayno:, n., neut. - month of Deepavali"
786,217,203,dimaict,"v., nc",unload the bier,,"dimaict, v., nc. - unload the bier"
787,217,203,deva:dt,"v.,c¢",cause to give,,"deva:dt,v.,c¢ - cause to give"
788,217,203,de,"v., nc",give,(G. devi 6140),"de:,v., nc. — give (G. devi 6140)"
789,217,203,de:jé,"0., neut",bride price,,"de:jé, 0., neut. - bride price"
790,217,203,de:val,"p., neut",temple,(G. deval %6524),"de:val, p., neut. — temple (G. deval %6524)"
791,217,203,de:var,"n., mas",husband’s younger brother,(G. devar »6546),"de:var, n., mas. - husband’s younger brother (G. devar »6546)"
792,217,203,de:vara:ni,"n., fem",- husband’s younger brother’s wife,(N. H. G. deura:ni %6534),"de:vara:ni, n., fem. —- husband’s younger brother’s wife (N. H. G. deura:ni %6534)"
793,217,203,de:va:lu,"a., neut",one who gives,,"de:va:lu, a., neut. — one who gives"
794,217,203,de:R,"a, neut",country,(H. G. M. des »6547),"de:R,a, neut. - country (H. G. M. des »6547)"
795,217,203,dapkair,"n., neut",smoke,,"dapkair, n., neut. - smoke"
796,217,203,dab,"v., intr",— press,(H. daba:na:),"dab, v., intr. -— press (H. daba:na:)"
797,217,203,datniba: ji,"n., neut",common spinach,(G. dha: ji),"datniba: ji, n., neut. ~ common spinach (G. dha: ji)"
798,217,203,dagdag,"n., neut., onom",running noise,(H. dabdaba 6170),"dagdag, n., neut., onom. - running noise (H. dabdaba 6170)"
799,217,203,daca:bayko,"n., fem",a woman who gave birth to a child recently,,"daca:bayko:, n., fem.- a woman who gave birth to a child recently"
800,218,204,dajt,"n., neut",figure drawn by rice for worshipping,,"dajt,n., neut. figure drawn by rice for worshipping"
801,218,204,davdikar,"v., nc",run,(G. dodvit),"davdikar, v., nc. - run (G. dodvit)"
802,218,204,dayRa:ro,0,sixth month of the Tamil year,,"dayRa:ro:, 0. - sixth month of the Tamil year"
803,218,204,dambdi,"n., neut",coin,,"dambdi, n., neut. - coin"
804,218,204,dandana:y,"v., nc",tremble,,"dandana:y, v., nc. - tremble"
805,218,204,dannt,"n., neut",sky,,"dannt,n., neut. - sky"
806,218,204,dando,"n., neut. (danda:)",fine,(S. danda 6128),"dando:, n., neut. (danda:) - fine (S. danda 6128)"
807,218,204,danda:y,"v., ne",fine,,"danda:y, v., ne. - fine"
808,218,204,dara:ti,"n., neut",scythe,,"dara:ti, n., neut, — scythe"
809,218,204,darbo:t,"n., neut",agreement,,"darbo:t, n., neut. - agreement"
810,218,204,darti,"n., neut",earth,,"darti, n., neut. - earth"
811,218,204,darji,"n., mas",tailor,(G. dar ji),"darji, n., mas. — tailor (G. dar ji)"
812,218,204,darSu,"n., neut",fourth day,(P. tarsd),"darSu, n., neut. - fourth day (P. tarsd)"
813,218,204,darma:yv,"v., c-",cause to burn,,"darma:yv, v., c- — cause to burn"
814,218,204,darm#,"v., nc",burn,,"darm#, v., nc., - burn"
815,218,204,darra:hu,adv,little,(S. dahra 6249),"darra:hu, adv. - little (S. dahra 6249)"
816,218,204,daR,"n., neut",ten,"(H. M. G. das, daRa: 6227)","daR, n., neut. - ten (H. M. G. das, daRa: 6227)"
817,218,204,dayyo,"n., neut",anger,,"dayyo:, n., neut. - anger"
818,218,204,dayyo:ndar,"n., neut",angry person,,"dayyo:ndar, n., neut. - angry person"
819,218,204,daytt,"n., neut",buffalo,,"daytt, n., neut. - buffalo"
820,218,204,da:bé,"v., tr",press,(H. G. datb »6173),"da:bé, v., tr. - press (H. G. datb »6173)"
821,218,204,dati,"u., neut",hare,,"dati, u., neut. — hare"
822,218,204,da:té,"n., neut",tooth,(G. H. M. da@:t 6152),"da:té, n., neut.— tooth (G. H. M. da@:t 6152)"
823,218,204,daida,"n., mas",elder brother,(H.M da:da: »6261 ),"daida:, n., mas. - elder brother (H.M da:da: »6261 )"
824,218,204,dada: ji,"n., mas","Lord, God",,"dada: ji, n., mas. ~ Lord, God"
825,218,204,da:dro,"n., neut",stomach,,"da:dro:, n., neut. - stomach"
826,218,204,daiva,"n., neut",back,,"daiva:,n., neut, — back"
827,219,205,da:m,"n., neut",price,(H. dam),"da:m,n., neut. — price (H. dam)"
828,219,205,da:mi,"n., neut",bending,,"da:mi,n., neut - bending"
829,219,205,datndz,"n., neut",grinder,,"datndz, n., neut. - grinder"
830,219,205,da:dinekodi,"n., neut",creamy leaved lance-wood,,"da:dinekodi, n., neut. - creamy leaved lance-wood"
831,219,205,daidu,"n., neut. (da:rida:)",young one,,"daidu, n., neut. (da:rida:) - young one"
832,219,205,daz,"n., neut",seed,(H. da:/ pulse),"daz, n., neut - seed (H. da:/ pulse)"
833,219,205,datru,"n., neut",spirit,(G dazru),"datru, n., neut. - spirit (G dazru)"
834,219,205,dazy,"n., newt",enmity,,"dazy, n., newt. - enmity"
835,219,205,dopa:r,"n, neut",noon,(G. bapor 2),"dopa:r,n, neut. - noon (G. bapor 2)"
836,219,205,dotru/suSnu,"n., neut",boy’s genital organ,,"dotru/suSnu, n., neut. - boy’s genital organ"
837,219,205,do:be,"n., neut",a handful of things,,"do:be:, n., neut. - a handful of things"
838,219,205,do:ni,"n., neut",rope,,"do:ni, n., neut. - rope"
839,219,205,do:li,"n., neut",a kind of kite,,"do:li, n., neut. - a kind of kite"
840,219,205,do:Ram,"n., neut","fault (OG. dosa, vice)",,"do:Ram, n., neut. - fault (OG. dosa, vice)"
841,219,205,dukka:n,"n., neut",shop,(H. du:ka:n),"dukka:n, n., neut. - shop (H. du:ka:n)"
842,219,205,dukka:nva:lo,"n., mas",shop keeper,,"dukka:nva:lo:, n., mas. - shop keeper"
843,219,205,duga:v,"n, fem",Goddess Durgha (durga: wife of Siva (MBh) 6432),,"duga:v, n, fem. - Goddess Durgha (durga: wife of Siva (MBh) 6432)"
844,219,205,dumbal,"n, neut",boil,,"dumbal, n, neut. - boil"
845,219,205,duniya,"n, neut",person of other caste,(H. duniya:),"duniya:, n, neut — person of other caste (H. duniya:)"
846,219,205,= durgiSa,"n., fem",name of a goddess,(S. durga: ),"= durgiSa:, n., fem. - name of a goddess (S. durga: )"
847,219,205,du:dt,"n., neut",mik (H M G. maru dicdh ° 46391),,"du:dt, n., neut.- mik (H M G. maru dicdh ° 46391)"
848,219,205,dur,"n., neut",distance,(M. G. dur: >6495),"dur, n., neut - distance (M. G. dur: >6495)"
849,219,205,dheka:dt,"v., c",cause to see,,"dheka:dt, v., c. - cause to see"
850,219,205,dheka:!,"v , uc",show,,"dheka:!, v , uc. - show"
851,219,205,dhey,"o., neut",god,(G. dey 6523),"dhey, o., neut. - god (G. dey 6523)"
852,219,205,dheynemo:to,"n., mas",priest,,"dheynemo:to:, n., mas. - priest"
853,220,206,dhe:k,"v., nc",see,(H. de:kimaz},"dhe:k, v., nc. - see (H. de:kimaz}"
854,220,206,dheika:y,v,be visible,,"dheika:y, v. — be visible"
855,220,206,dhak,"v., ne",move,,"dhak, v., ne. - move"
856,220,206,dhads,"n., neut",trunk of the body,,"dhads, n., neut, - trunk of the body"
857,220,206,dhakkal,"v., ne",push,(G. dhakeluvi »6700),"dhakkal, v., ne. - push (G. dhakeluvi »6700)"
858,220,206,dhakkala:v,"v., c",cause to push,,"dhakkala:v, v., c. = cause to push"
859,220,206,dham,"n., neut",breath,(G. dam),"dham, n., neut. - breath (G. dam)"
860,220,206,dhamke:c#,"v., nc",— breathe in,,"dhamke:c#, v., nc. ~— breathe in"
861,220,206,dhamme:l,"v., nc",breathe out,,"dhamme:l, v., nc. — breathe out"
862,220,206,dhammo,"n., neut",cough,,"dhammo:, n., neut. - cough"
863,220,206,dhanbadu,"n., neut",— wet land,,"dhanbadu, n., neut. -— wet land"
864,220,206,dhar,"v., ne",catch,(M. dhar »6740),"dhar, v., ne, - catch (M. dhar »6740)"
865,220,206,dharam,"n., neut",destruction,,"dharam, n., neut. - destruction"
866,220,206,dhara:v,"v., c",make to catch,,"dhara:v, v., c. - make to catch"
867,220,206,dharti,"n., neut",earth,(S. dhara: »6748),"dharti, n., neut. = earth (S. dhara: »6748)"
868,220,206,dharde:lu,"n., neut",sick,,"dharde:lu, n., neut. - sick"
869,220,206,dha:gam,"n., neut",pomegranate,(G. da-hdam »6254),"dha:gam, n., neut., - pomegranate (G. da-hdam »6254)"
870,220,206,dha:goi,"n., neut. (dha:ga:)",thread,"(G, dha:g)","dha:goi, n., neut. (dha:ga:) - thread (G, dha:g)"
871,220,206,dhain,"n., neut","paddy, rice, food",,"dhain, n., neut. paddy, rice, food"
872,220,206,dhova:dt,"v., c",cause to wash,,"dhova:dt, v., c. - cause to wash"
873,220,206,dho:bi,"n., mas",washer-man,(G. dhobi),"dho:bi, n., mas. ~ washer-man (G. dhobi)"
874,220,206,dho:bni,"n., fem",washer-woman,,"dho:bni, n., fem. ~ washer-woman"
875,220,206,dho:ti,"n., neut",cloth,(H. G. dhoti: »6881),"dho:ti, n., neut. - cloth (H. G. dhoti: »6881)"
876,220,206,dhoztar,"n., neut",cloth for idols,,"dhoztar, n., neut. ~ cloth for idols"
877,220,206,dho:v,"v., uc",wash,(G. dhovii 6886),"dho:v, v., uc. - wash (G. dhovii 6886)"
878,220,206,dho:Jibilla:di,"n., neut",a kind of cat,,"dho:Jibilla:di, n., neut. - a kind of cat"
879,220,206,dho:Jika:kra:ni,"o., neut",a kind of bird,,"dho:Jika:kra:ni, o., neut. - a kind of bird"
880,221,207,dho:Ju,"n., neut",whiteness,(G. dhol %6767),"dho:Ju, n., neut. - whiteness (G. dhol %6767)"
881,221,207,dhuka:y,"v., ne",pain,(G. dukh),"dhuka:y, v., ne. — pain (G. dukh)"
882,221,207,dhu:mo,"n., neut",—smoke,"(G. dhu:m, dhiiv »6849) [3/","dhu:mo:, n., neut.-—smoke (G. dhu:m, dhiiv »6849) [3/"
883,221,207,sitma:ri,"0., neut",spotted sparrow,,"sitma:ri, 0., neut. - spotted sparrow"
884,221,207,fJigiri,"n., newt",pieces of earthern pot,,"fJigiri, n., newt. — pieces of earthern pot"
885,221,207,sihit,"n., Deut",hawk,,"sihit, n., Deut. - hawk"
886,221,207,finatre,"n., neut",fame,,"finatre:, n., neut, - fame"
887,221,207,ti:ki,"n., neut",pupil of the eye,,"ti:ki, n., neut. - pupil of the eye"
888,221,207,si:ka,"n., neut",tilak,"(G. titko, »5458)","si:ka:, n., neut. - tilak (G. titko, »5458)"
889,221,207,ti:kkar,"V., a¢",make sharp,(H. fi:pna:),"ti:kkar, V., a¢., — make sharp (H. fi:pna:)"
890,221,207,fe:pru,"n., neut","small, yong one",,"fe:pru, n., neut. - small, yong one"
891,221,207,se:ke,"v., uc",support,(H. ge:kna:),"se:ke, v., uc., - support (H. ge:kna:)"
892,221,207,fte:kla,"n., neut",a kind of sugar cake,,"fte:kla:, n., neut. - a kind of sugar cake"
893,221,207,fe:m,"n, neut",anger,(H. fe:kra:),"fe:m,n, neut. - anger (H. fe:kra:)"
894,221,207,fe:rki,"n., veut",a kind of bird,,"fe:rki, n., veut. — a kind of bird"
895,221,207,f¢e-rvani,"n., neut",proudness,,"f¢e-rvani, n., neut. - proudness"
896,221,207,fte:rvor,"B., neut",tongue,,"fte:rvor, B., neut., - tongue"
897,221,207,taka:pa:de,"V, nc",sell or exchange or dispose,,"taka:pa:de, V, nc., — sell or exchange or dispose"
898,221,207,fagar,"n., neut",hillock,(M. dagor %5423),"fagar, n., neut. - hillock (M. dagor %5423)"
899,221,207,tuga:y,"v., c",cause to cheat,(G. shagvi 5489),"tuga:y, v., c., - cause to cheat (G. shagvi 5489)"
900,221,207,tagr,"v., nc",cheat,,"tagr, v., nc., — cheat"
901,221,207,ftavko,"n, neut",rumour,,"ftavko:, n, neut. ~ rumour"
902,221,207,tasko:ds,"v., nc",to tickle with a view to make one laugh,(G. fo:ss 5489),"tasko:ds, v., nc., — to tickle with a view to make one laugh (G. fo:ss 5489)"
903,221,207,fant,"n., neut",cold,(G. thadi/ta:hd),"fant, n., neut. - cold (G. thadi/ta:hd)"
904,221,207,stanga:y,"v., nc","-, hang",(G. f@:gvi %5436),"stanga:y, v., nc-, hang (G. f@:gvi %5436)"
905,222,208,sfark#,"v., nc",become clear,,"sfark#, v., nc, - become clear"
906,222,208,tayndo,"n., fem. (taynda:)",female,,"tayndo:, n., fem. (taynda:) — female"
907,222,208,javhGé,"n., neut",a bird,,"javhGé:, n., neut. —a bird"
908,222,208,ta:pnijha:dé,"n., neut",za tree,,"ta:pnijha:dé, n., neut. za tree"
909,222,208,taki,"n., neut",chisel,,"taki, n., neut. — chisel"
910,222,208,ta:k#,"v., nc",chisel,(G. s@:kvii 5433),"ta:k#, v., nc. — chisel (G. s@:kvii 5433)"
911,222,208,ta:man,"on, neut",birth mark,,"ta:man, on, neut. ~ birth mark"
912,222,208,ta:ng#,"n., nent",space-,,"ta:ng#, n., nent. — space-"
913,222,208,thoka:y,"v., nc","- make, do",,"thoka:y, v., nc. —- make, do"
914,222,208,tosno,"n., neut",leg,,"tosno:, n., neut. — leg"
915,222,208,ftosni,"n., neut",knee,,"ftosni, n., neut. — knee"
916,222,208,fso:kri,"n., neut. (to:kra:)",basket,(H. M. fokra: »5477),"fso:kri., n., neut. (to:kra:) — basket (H. M. fokra: »5477)"
917,222,208,toict,"v., ne",prick,(G. tokviz to scold >5476),"toict, v., ne. - prick (G. tokviz to scold >5476)"
918,222,208,fa:cazy,"V, c",cause to prick,,"fa:cazy, V, c. ~ cause to prick"
919,222,208,rukdi,"n., neut",a small group,,"rukdi, n., neut. - a small group"
920,222,208,tukda,"n., neut",bit,(H. tukda:),"tukda:, n., neut. — bit (H. tukda:)"
921,222,208,fu:rhu,"n., neut","small rain quail, a bird",(G. sitar),"fu:rhu:, n., neut. — small rain quail, a bird (G. sitar)"
922,222,208,tha:na:va:{o,"n., mas., sg",police man,,"tha:na:va:{o:, n., mas., sg. ~ police man"
923,222,208,tho:k,"v., ne","beat, hammer",(H. thokna: »5513),"tho:k, v., ne, — beat, hammer (H. thokna: »5513)"
924,222,208,tho:ka:v,"V., c",cause to beat,,"tho:ka:v, V., c. — cause to beat"
925,222,208,dipo:li,"n., neut",fruit of the bantyan tree,,"dipo:li, n., neut. — fruit of the bantyan tree"
926,222,208,diko:li,"n., neut",throat,,"diko:li, n., neut. ~ throat"
927,222,208,diga:do,"B., neut",peacock,,"diga:do, B., neut. — peacock"
928,222,208,dihte,"n., neut",filame,,"dihte:, n., neut. — filame"
929,222,208,di:]o,adv,slowly,(G. dhimit),"di:]o:, adv. — slowly (G. dhimit)"
930,223,209,di:ra,"n., neut., pl",leaves,,"di:ra:, n., neut., pl. — leaves"
931,223,209,de:sku,"n., neut",drum,,"de:sku, n., neut. — drum"
932,223,209,de:ro,"n., neut. (de:ra:)",tent,"(H. de:ro, G. de:ro 5564)","de:ro:, n., neut. (de:ra:) — tent (H. de:ro, G. de:ro 5564)"
933,223,209,dabba,"n., neut",tin box,(S. dabba »5528),"dabba:, n., neut. — tin box (S. dabba »5528)"
934,223,209,datla,"n., neut",stalk,,"datla:, n., neut. - stalk"
935,223,209,daggt,"n., neut. (dagge:)",distance covered by one step,(N. dag 5523),"daggt, n., neut. (dagge:) - distance covered by one step (N. dag 5523)"
936,223,209,dasko,"n., neut","dashing, hiting",,"dasko:, n., neut. — dashing, hiting"
937,223,209,dahulda:ntjha:du,"0., neut",name of a plant,,"dahulda:ntjha:du, 0., neut. - name of a plant"
938,223,209,dan,"D., neut",arm,,"dan, D., neut. - arm"
939,223,209,danda:r,"n., neut",stomach,,"danda:r, n., neut. — stomach"
940,223,209,daldo,"n., neut","(dalda:) - cave, hole",(G. do: tta 05569),"daldo:, n., neut. — (dalda:) - cave, hole (G. do: tta 05569)"
941,223,209,dalek,"v., nc",learn,,"dalek, v., nc. — learn"
942,223,209,dar,"n., neut",fear,(G.M. dar 186).,"dar, n., neut.—fear (G.M. dar 186)."
943,223,209,dar,"v., nc",fear,,"dar, v., nc. — fear"
944,223,209,dara:y,"V., c",cause to fear,,"dara:y, V., c. — cause to fear"
945,223,209,dai:p,"v., ne",press,(G. daba:vii),"dai:p, v., ne. — press (G. daba:vii)"
